Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,new_column,Married
Senior,0,36.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,31.0,1,1,20.525,S,3.021643655338492,1.0
junior,0,16.0,0,1,57.9792,C,4.0600843255369865,0.0
Senior,0,29.881137667304014,2,0,23.25,Q,3.1463051320333655,0.0
junior,1,45.5,0,0,28.5,S,3.349904087274605,1.0
junior,1,38.0,0,1,153.4625,S,5.033456237506958,1.0
Senior,1,16.0,2,0,18.0,S,2.8903717578961645,1.0
junior,0,29.881137667304014,1,0,133.65,S,4.895224442584928,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,29.0,1,0,66.6,S,4.198704577546343,1.0
junior,0,41.0,0,0,134.5,C,4.901564199041894,0.0
Senior,1,45.0,0,0,8.05,S,2.0856720914304723,1.0
junior,1,45.0,0,0,35.5,S,3.56953269648137,1.0
Senior,1,2.0,1,1,26.0,S,3.258096538021482,0.0
junior,0,24.0,3,2,263.0,S,5.572154032177765,0.0
Senior,1,28.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,25.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,36.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,24.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,0,40.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,0,29.881137667304014,1,0,16.1,S,2.7788192719904172,1.0
Senior,1,3.0,1,1,15.9,S,2.766319109226186,0.0
Senior,1,42.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,1,23.0,0,0,9.225,S,2.221917189926591,1.0
junior,1,29.881137667304014,0,0,35.0,S,3.5553480614894135,1.0
Senior,1,15.0,1,1,7.2292,C,1.9781283799793465,1.0
Senior,1,25.0,1,0,17.8,S,2.8791984572980396,1.0
Senior,1,29.881137667304014,0,0,7.225,C,1.9775472339984959,1.0
Senior,1,28.0,0,0,9.5,S,2.2512917986064953,1.0
junior,0,22.0,0,1,55.0,S,4.007333185232471,0.0
Senior,0,38.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,0,29.881137667304014,0,0,7.8792,Q,2.0642263758733557,0.0
Senior,0,29.881137667304014,0,0,7.8792,Q,2.0642263758733557,0.0
Senior,1,40.0,1,4,27.9,S,3.32862668882732,1.0
Senior,1,29.0,1,0,27.7208,C,3.32218303393412,1.0
Senior,0,45.0,0,1,14.4542,C,2.6709850297651974,1.0
Senior,1,35.0,0,0,7.05,S,1.9530276168241774,1.0
Senior,1,29.881137667304014,1,0,15.5,Q,2.740840023925201,1.0
Senior,1,30.0,0,0,7.25,S,1.9810014688665833,1.0
junior,0,60.0,1,0,75.25,C,4.3208159036289855,1.0
Senior,0,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,0,29.881137667304014,0,0,7.75,Q,2.0476928433652555,0.0
junior,0,24.0,0,0,69.3,C,4.238444906195857,0.0
junior,1,25.0,1,0,55.4417,C,4.015332018192187,1.0
Senior,1,18.0,1,0,6.4958,S,1.8711558142080713,1.0
Senior,1,19.0,0,0,8.05,S,2.0856720914304723,1.0
junior,1,22.0,0,0,135.6333,C,4.909954920578875,1.0
Senior,0,3.0,3,1,21.075,S,3.048087503887919,0.0
junior,0,29.881137667304014,1,0,82.1708,C,4.408800007809053,1.0
Senior,0,22.0,0,0,7.25,S,1.9810014688665833,0.0
junior,1,27.0,0,2,211.5,C,5.354224998486333,1.0
Senior,1,20.0,0,0,4.0125,C,1.3894144884561344,1.0
Senior,1,19.0,0,0,7.775,S,2.0509134580652977,1.0
junior,0,42.0,0,0,227.525,C,5.427260122463419,0.0
Senior,0,1.0,0,2,15.7417,C,2.7563132422397203,0.0
Senior,1,32.0,0,0,7.925,S,2.0700223197633445,1.0
junior,0,35.0,1,0,52.0,S,3.9512437185814275,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,18.0,0,0,73.5,S,4.297285406218791,1.0
Senior,1,1.0,5,2,46.9,S,3.8480176754522337,0.0
Senior,0,36.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,1,29.881137667304014,0,0,7.7292,Q,2.0450053643587083,1.0
Senior,0,17.0,0,0,12.0,C,2.4849066497880004,0.0
junior,1,36.0,1,2,120.0,S,4.787491742782046,1.0
Senior,1,21.0,0,0,7.7958,S,2.0535851271346086,1.0
Senior,1,28.0,2,0,7.925,S,2.0700223197633445,1.0
junior,0,23.0,1,0,113.275,C,4.729818490553202,0.0
Senior,0,24.0,0,2,16.7,S,2.8154087194227095,1.0
Senior,1,22.0,0,0,7.7958,S,2.0535851271346086,1.0
Senior,0,31.0,0,0,7.8542,S,2.061048420562944,0.0
Senior,1,46.0,0,0,26.0,S,3.258096538021482,1.0
Senior,1,23.0,0,0,10.5,S,2.3513752571634776,0.0
Senior,0,28.0,0,0,12.65,S,2.5376572151735295,1.0
Senior,1,39.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,1,26.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,21.0,1,0,9.825,S,2.284930157755325,0.0
Senior,1,28.0,1,0,15.85,S,2.7631695003232895,1.0
Senior,0,20.0,0,0,8.6625,S,2.1590033645160216,0.0
Senior,1,34.0,1,0,21.0,S,3.044522437723423,1.0
Senior,1,51.0,0,0,7.75,S,2.0476928433652555,1.0
Senior,1,3.0,1,1,18.75,S,2.9311937524164198,0.0
Senior,1,21.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,0,29.881137667304014,3,1,25.4667,S,3.237371716404032,0.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,6.8583,Q,1.925459597615898,1.0
junior,0,33.0,1,0,90.0,Q,4.499809670330265,0.0
Senior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,1,44.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,0,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,34.0,1,1,32.5,S,3.481240089335692,1.0
Senior,0,18.0,0,2,13.0,S,2.5649493574615367,0.0
Senior,1,30.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,10.0,0,2,24.15,S,3.184284380098582,0.0
Senior,1,29.881137667304014,0,0,7.8958,C,2.0663309725297405,1.0
Senior,1,21.0,0,0,7.7333,Q,2.0455356796500372,1.0
Senior,1,29.0,0,0,7.875,S,2.063693184711697,1.0
Senior,0,28.0,1,1,14.4,S,2.667228206581955,1.0
Senior,1,18.0,1,1,20.2125,S,3.006301224903225,1.0
Senior,1,29.881137667304014,0,0,7.25,S,1.9810014688665833,1.0
Senior,0,28.0,1,0,26.0,S,3.258096538021482,1.0
Senior,0,19.0,0,0,26.0,S,3.258096538021482,0.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,32.0,0,0,8.05,S,2.0856720914304723,1.0
junior,1,28.0,0,0,26.55,S,3.279029747687948,1.0
Senior,0,29.881137667304014,1,0,16.1,S,2.7788192719904172,1.0
Senior,0,42.0,1,0,26.0,S,3.258096538021482,1.0
Senior,1,17.0,0,0,7.125,S,1.9636097261547143,1.0
junior,1,50.0,1,0,55.9,S,4.023564380161053,1.0
junior,0,14.0,1,2,120.0,S,4.787491742782046,0.0
Senior,0,21.0,2,2,34.375,S,3.5373295559867355,0.0
Senior,0,24.0,2,3,18.75,S,2.9311937524164198,1.0
junior,1,64.0,1,4,263.0,S,5.572154032177765,1.0
Senior,1,31.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,0,45.0,1,1,26.25,S,3.2676659890376327,1.0
Senior,1,20.0,0,0,9.5,S,2.2512917986064953,1.0
Senior,1,25.0,1,0,7.775,S,2.0509134580652977,1.0
Senior,0,28.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,1,29.881137667304014,0,0,8.1125,S,2.0934060820302083,1.0
junior,1,4.0,0,2,81.8583,S,4.404989703685167,0.0
Senior,0,13.0,0,1,19.5,S,2.970414465569701,0.0
junior,1,34.0,0,0,26.55,S,3.279029747687948,1.0
Senior,0,5.0,2,1,19.2583,C,2.957942136638392,0.0
junior,1,52.0,0,0,30.5,S,3.417726683613366,0.0
Senior,1,36.0,1,2,27.75,S,3.3232358401924436,1.0
Senior,1,29.881137667304014,1,0,19.9667,S,2.9940658859009823,1.0
junior,1,30.0,0,0,27.75,C,3.3232358401924436,1.0
junior,1,49.0,1,0,89.1042,C,4.489806471412939,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,29.0,0,0,7.8958,C,2.0663309725297405,1.0
junior,1,65.0,0,0,26.55,S,3.279029747687948,1.0
junior,0,29.881137667304014,1,0,51.8625,S,3.948595985658986,1.0
Senior,0,50.0,0,0,10.5,S,2.3513752571634776,0.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
junior,1,48.0,0,0,26.55,S,3.279029747687948,1.0
Senior,1,34.0,0,0,8.05,S,2.0856720914304723,1.0
junior,1,47.0,0,0,38.5,S,3.6506582412937387,1.0
Senior,1,48.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,38.0,0,0,7.05,S,1.9530276168241774,1.0
Senior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
junior,1,56.0,0,0,26.55,S,3.279029747687948,1.0
Senior,1,29.881137667304014,0,0,7.725,Q,2.044461822783809,1.0
Senior,0,0.75,2,1,19.2583,C,2.957942136638392,0.0
Senior,1,29.881137667304014,0,0,7.25,S,1.9810014688665833,1.0
Senior,1,38.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,0,33.0,1,2,27.75,S,3.3232358401924436,1.0
Senior,0,23.0,0,0,13.7917,C,2.6240669619446257,1.0
Senior,0,22.0,0,0,9.8375,S,2.2862016137435215,0.0
junior,1,29.881137667304014,0,0,52.0,S,3.9512437185814275,1.0
Senior,1,34.0,1,0,21.0,S,3.044522437723423,1.0
Senior,1,29.0,1,0,7.0458,S,1.9524316946169533,1.0
Senior,1,22.0,0,0,7.5208,S,2.017672515282204,1.0
Senior,0,2.0,0,1,12.2875,S,2.5085824854732848,0.0
Senior,1,9.0,5,2,46.9,S,3.8480176754522337,0.0
Senior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,1,50.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,63.0,0,0,9.5875,S,2.260460166693375,1.0
junior,1,25.0,1,0,91.0792,C,4.51172945766992,1.0
Senior,0,29.881137667304014,3,1,25.4667,S,3.237371716404032,0.0
junior,0,35.0,1,0,90.0,S,4.499809670330265,1.0
junior,1,58.0,0,0,29.7,C,3.391147045808654,1.0
Senior,1,30.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,9.0,1,1,15.9,S,2.766319109226186,0.0
Senior,1,29.881137667304014,1,0,19.9667,S,2.9940658859009823,1.0
Senior,1,21.0,0,0,7.25,S,1.9810014688665833,1.0
junior,1,55.0,0,0,30.5,S,3.417726683613366,1.0
junior,1,71.0,0,0,49.5042,C,3.902057514460064,1.0
Senior,1,21.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,29.881137667304014,0,0,14.4583,C,2.671268644120752,1.0
junior,0,54.0,1,0,78.2667,C,4.3601222251801195,0.0
Senior,1,29.881137667304014,0,0,15.1,S,2.714694743820879,1.0
junior,0,25.0,1,2,151.55,S,5.020915603503812,1.0
Senior,1,24.0,0,0,7.7958,S,2.0535851271346086,1.0
Senior,1,17.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,0,21.0,0,0,7.75,Q,2.0476928433652555,0.0
Senior,0,29.881137667304014,0,0,7.6292,Q,2.0319829905201345,0.0
Senior,0,37.0,0,0,9.5875,S,2.260460166693375,0.0
junior,0,16.0,0,0,86.5,S,4.460144413937834,0.0
junior,1,18.0,1,0,108.9,C,4.690430029938915,1.0
Senior,0,33.0,0,2,26.0,S,3.258096538021482,1.0
junior,1,29.881137667304014,0,0,26.55,S,3.279029747687948,1.0
Senior,1,28.0,0,0,22.525,S,3.1146258034944014,1.0
Senior,1,26.0,0,0,56.4958,S,4.034166299106131,1.0
Senior,1,29.0,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
junior,1,36.0,0,0,26.2875,S,3.2690935410288184,1.0
junior,0,54.0,1,0,59.4,C,4.084294226368599,1.0
Senior,1,24.0,0,0,7.4958,S,2.0143428636837015,1.0
junior,1,47.0,0,0,34.0208,S,3.5269721022703,1.0
Senior,0,34.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,29.881137667304014,0,0,24.15,Q,3.184284380098582,1.0
Senior,0,36.0,1,0,26.0,S,3.258096538021482,1.0
Senior,1,32.0,0,0,7.8958,S,2.0663309725297405,1.0
junior,0,30.0,0,0,93.5,S,4.537961436294641,0.0
Senior,1,22.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,7.225,C,1.9775472339984959,1.0
junior,0,44.0,0,1,57.9792,C,4.0600843255369865,1.0
Senior,1,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,40.5,0,0,7.75,Q,2.0476928433652555,1.0
Senior,0,50.0,0,0,10.5,S,2.3513752571634776,0.0
junior,1,29.881137667304014,0,0,221.7792,S,5.401682292340279,1.0
Senior,1,39.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,1,23.0,2,1,11.5,S,2.4423470353692043,1.0
Senior,0,2.0,1,1,26.0,S,3.258096538021482,0.0
Senior,1,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,17.0,1,1,7.2292,C,1.9781283799793465,1.0
Senior,0,29.881137667304014,0,2,22.3583,C,3.107197616774036,1.0
Senior,0,30.0,0,0,8.6625,S,2.1590033645160216,0.0
Senior,0,7.0,0,2,26.25,S,3.2676659890376327,0.0
junior,1,45.0,0,0,26.55,S,3.279029747687948,0.0
junior,0,30.0,0,0,106.425,C,4.667440511714216,0.0
Senior,1,29.881137667304014,0,0,14.5,S,2.6741486494265287,1.0
junior,0,22.0,0,2,49.5,C,3.901972669574645,0.0
junior,0,36.0,0,2,71.0,S,4.2626798770413155,0.0
Senior,0,9.0,4,2,31.275,S,3.442819056352975,0.0
Senior,0,11.0,4,2,31.275,S,3.442819056352975,0.0
Senior,1,32.0,1,0,26.0,S,3.258096538021482,1.0
junior,1,50.0,1,0,106.425,C,4.667440511714216,1.0
junior,1,64.0,0,0,26.0,S,3.258096538021482,1.0
Senior,0,19.0,1,0,26.0,S,3.258096538021482,1.0
Senior,1,29.881137667304014,0,0,13.8625,C,2.6291873526764853,1.0
Senior,1,33.0,1,1,20.525,S,3.021643655338492,1.0
Senior,1,8.0,1,1,36.75,S,3.6041382256588457,0.0
junior,1,17.0,0,2,110.8833,C,4.708478296903478,1.0
Senior,1,27.0,0,0,26.0,S,3.258096538021482,1.0
Senior,1,29.881137667304014,0,0,7.8292,Q,2.0578603336462318,1.0
Senior,1,22.0,0,0,7.225,C,1.9775472339984959,1.0
Senior,0,22.0,0,0,7.775,S,2.0509134580652977,0.0
junior,1,62.0,0,0,26.55,S,3.279029747687948,1.0
junior,0,48.0,1,0,39.6,C,3.6788291182604347,1.0
junior,1,29.881137667304014,0,0,227.525,C,5.427260122463419,1.0
junior,0,39.0,1,1,79.65,S,4.3776420363560575,1.0
Senior,0,36.0,1,0,17.4,S,2.856470206220483,1.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,40.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,28.0,0,0,13.5,S,2.6026896854443837,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,29.881137667304014,0,0,8.05,S,2.0856720914304723,0.0
Senior,1,24.0,2,0,24.15,S,3.184284380098582,1.0
Senior,1,19.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,29.0,0,4,21.075,S,3.048087503887919,1.0
Senior,1,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,32.0,0,0,7.8542,S,2.061048420562944,1.0
Senior,1,62.0,0,0,10.5,S,2.3513752571634776,1.0
junior,0,53.0,2,0,51.4792,S,3.9411778425916384,1.0
junior,1,36.0,0,0,26.3875,S,3.272890413174439,1.0
Senior,0,29.881137667304014,0,0,7.75,Q,2.0476928433652555,0.0
Senior,1,16.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,19.0,0,0,14.5,S,2.6741486494265287,1.0
Senior,0,34.0,0,0,13.0,S,2.5649493574615367,0.0
junior,0,39.0,1,0,55.9,S,4.023564380161053,1.0
Senior,0,29.881137667304014,1,0,14.4583,C,2.671268644120752,1.0
Senior,1,32.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,0,25.0,1,1,30.0,S,3.4011973816621555,0.0
junior,0,39.0,1,1,110.8833,C,4.708478296903478,1.0
Senior,1,54.0,0,0,26.0,S,3.258096538021482,1.0
junior,1,36.0,0,0,40.125,C,3.69199958145018,1.0
Senior,1,29.881137667304014,0,0,8.7125,C,2.1647587760866425,1.0
junior,0,18.0,0,2,79.65,S,4.3776420363560575,0.0
Senior,1,47.0,0,0,15.0,S,2.70805020110221,1.0
junior,1,60.0,1,1,79.2,C,4.37197629882038,1.0
Senior,1,22.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,35.0,0,0,7.125,S,1.9636097261547143,1.0
junior,0,52.0,1,0,78.2667,C,4.3601222251801195,1.0
Senior,1,47.0,0,0,7.25,S,1.9810014688665833,1.0
Senior,0,29.881137667304014,0,2,7.75,Q,2.0476928433652555,0.0
Senior,1,37.0,1,0,26.0,S,3.258096538021482,1.0
Senior,1,36.0,1,1,24.15,S,3.184284380098582,1.0
Senior,0,29.881137667304014,0,0,33.0,S,3.4965075614664802,0.0
Senior,1,49.0,0,0,0.0,S,-inf,1.0
Senior,1,29.881137667304014,0,0,7.225,C,1.9775472339984959,1.0
junior,1,49.0,1,0,56.9292,C,4.041808390519271,1.0
Senior,0,24.0,2,1,27.0,S,3.295836866004329,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,29.881137667304014,0,0,42.4,S,3.7471483622379123,1.0
Senior,1,44.0,0,0,8.05,S,2.0856720914304723,1.0
junior,1,35.0,0,0,26.55,C,3.279029747687948,1.0
Senior,1,36.0,1,0,15.55,S,2.744060638625243,1.0
Senior,1,30.0,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,27.0,0,0,30.5,S,3.417726683613366,1.0
Senior,0,22.0,1,2,41.5792,C,3.7276000422255353,1.0
junior,0,40.0,0,0,153.4625,S,5.033456237506958,0.0
Senior,0,39.0,1,5,31.275,S,3.442819056352975,1.0
Senior,1,29.881137667304014,0,0,7.05,S,1.9530276168241774,1.0
Senior,0,29.881137667304014,1,0,15.5,Q,2.740840023925201,0.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,35.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,24.0,1,2,65.0,S,4.174387269895637,0.0
Senior,1,34.0,1,1,14.4,S,2.667228206581955,1.0
Senior,0,26.0,1,0,16.1,S,2.7788192719904172,1.0
Senior,0,4.0,2,1,39.0,S,3.6635616461296463,0.0
Senior,1,26.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,27.0,1,0,14.4542,C,2.6709850297651974,1.0
junior,1,42.0,1,0,52.5542,S,3.961845018011234,1.0
Senior,1,20.0,1,1,15.7417,C,2.7563132422397203,1.0
Senior,1,21.0,0,0,7.8542,S,2.061048420562944,1.0
Senior,1,21.0,0,0,16.1,S,2.7788192719904172,1.0
junior,1,61.0,0,0,32.3208,S,3.4757109858218045,1.0
Senior,1,57.0,0,0,12.35,Q,2.513656063073986,0.0
junior,0,21.0,0,0,77.9583,S,4.356174068347218,0.0
Senior,1,26.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,7.7333,Q,2.0455356796500372,1.0
junior,1,80.0,0,0,30.0,S,3.4011973816621555,1.0
Senior,1,51.0,0,0,7.0542,S,1.9536231841196134,1.0
junior,1,32.0,0,0,30.5,C,3.417726683613366,0.0
junior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,0,9.0,3,2,27.9,S,3.32862668882732,0.0
Senior,0,28.0,0,0,13.0,S,2.5649493574615367,0.0
Senior,1,32.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,1,31.0,1,1,26.25,S,3.2676659890376327,1.0
Senior,0,41.0,0,5,39.6875,S,3.6810362766529106,1.0
Senior,1,29.881137667304014,1,0,16.1,S,2.7788192719904172,1.0
Senior,1,20.0,0,0,7.8542,S,2.061048420562944,1.0
junior,0,24.0,0,0,69.3,C,4.238444906195857,0.0
Senior,0,2.0,3,2,27.9,S,3.32862668882732,0.0
Senior,1,29.881137667304014,0,0,56.4958,S,4.034166299106131,1.0
Senior,0,0.75,2,1,19.2583,C,2.957942136638392,0.0
junior,1,48.0,1,0,76.7292,C,4.340282339965535,1.0
Senior,1,19.0,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,56.0,0,0,35.5,C,3.56953269648137,0.0
Senior,1,29.881137667304014,0,0,7.55,S,2.0215475632609334,1.0
Senior,0,23.0,0,0,7.55,S,2.0215475632609334,0.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,18.0,0,1,23.0,S,3.1354942159291497,0.0
Senior,1,21.0,0,0,8.4333,S,2.132188154488383,1.0
