Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,new_column,Married
Senior,0,29.881137667304014,0,0,7.8292,Q,2.0578603336462318,0.0
Senior,0,18.0,0,0,6.75,Q,1.9095425048844386,0.0
Senior,1,24.0,2,0,73.5,S,4.297285406218791,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,32.0,1,1,15.5,Q,2.740840023925201,1.0
Senior,1,23.0,0,0,13.0,S,2.5649493574615367,1.0
junior,1,58.0,0,2,113.275,C,4.729818490553202,1.0
junior,1,50.0,2,0,133.65,S,4.895224442584928,0.0
Senior,1,40.0,0,0,7.225,C,1.9775472339984959,1.0
junior,1,47.0,0,0,25.5875,S,3.2421039509874077,1.0
Senior,1,36.0,0,0,7.4958,S,2.0143428636837015,1.0
Senior,1,20.0,1,0,7.925,S,2.0700223197633445,1.0
Senior,1,32.0,2,0,73.5,S,4.297285406218791,1.0
Senior,1,25.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,29.881137667304014,0,0,7.775,S,2.0509134580652977,1.0
Senior,1,43.0,0,0,8.05,S,2.0856720914304723,1.0
junior,0,29.881137667304014,1,0,52.0,S,3.9512437185814275,1.0
Senior,0,40.0,1,1,39.0,S,3.6635616461296463,1.0
junior,1,31.0,1,0,52.0,S,3.9512437185814275,1.0
Senior,1,70.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,31.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,1,18.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,1,24.5,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,18.0,0,0,9.8417,S,2.286628460369784,0.0
Senior,0,43.0,1,6,46.9,S,3.8480176754522337,1.0
junior,1,36.0,0,1,512.3292,C,6.238967387173662,1.0
Senior,0,29.881137667304014,0,0,8.1375,Q,2.0964830075346876,0.0
junior,1,27.0,0,0,76.7292,C,4.340282339965535,1.0
Senior,1,20.0,0,0,9.225,S,2.221917189926591,1.0
Senior,1,14.0,5,2,46.9,S,3.8480176754522337,1.0
Senior,1,60.0,1,1,39.0,S,3.6635616461296463,1.0
Senior,1,25.0,1,2,41.5792,C,3.7276000422255353,1.0
Senior,1,14.0,4,1,39.6875,S,3.6810362766529106,1.0
Senior,1,19.0,0,0,10.1708,S,2.319520869700248,1.0
Senior,1,18.0,0,0,7.7958,S,2.0535851271346086,1.0
junior,0,15.0,0,1,211.3375,S,5.353456381663085,0.0
junior,1,31.0,1,0,57.0,S,4.04305126783455,1.0
Senior,0,4.0,0,1,13.4167,C,2.5965001996654262,0.0
Senior,1,29.881137667304014,0,0,56.4958,S,4.034166299106131,1.0
Senior,1,25.0,0,0,7.225,C,1.9775472339984959,1.0
junior,1,60.0,0,0,26.55,S,3.279029747687948,0.0
Senior,1,52.0,0,0,13.5,S,2.6026896854443837,1.0
Senior,1,44.0,0,0,8.05,S,2.0856720914304723,1.0
Senior,0,29.881137667304014,0,0,7.7333,Q,2.0455356796500372,0.0
junior,1,49.0,1,1,110.8833,C,4.708478296903478,1.0
Senior,1,42.0,0,0,7.65,S,2.0347056478384444,1.0
junior,0,18.0,1,0,227.525,C,5.427260122463419,1.0
junior,1,35.0,0,0,26.2875,S,3.2690935410288184,1.0
Senior,0,18.0,0,1,14.4542,C,2.6709850297651974,0.0
Senior,1,25.0,0,0,7.7417,Q,2.046621301727582,1.0
Senior,1,26.0,1,0,7.8542,S,2.061048420562944,1.0
Senior,1,39.0,0,0,26.0,S,3.258096538021482,1.0
Senior,0,45.0,0,0,13.5,S,2.6026896854443837,1.0
junior,1,42.0,0,0,26.2875,S,3.2690935410288184,1.0
junior,0,22.0,0,0,151.55,S,5.020915603503812,0.0
Senior,1,29.881137667304014,1,1,15.2458,C,2.7243040552851014,0.0
junior,0,24.0,0,0,49.5042,C,3.902057514460064,1.0
junior,1,29.881137667304014,0,0,26.55,S,3.279029747687948,1.0
junior,1,48.0,1,0,52.0,S,3.9512437185814275,1.0
Senior,1,29.0,0,0,9.4833,S,2.2495323569595644,1.0
Senior,1,52.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,19.0,0,0,7.65,S,2.0347056478384444,1.0
junior,0,38.0,0,0,227.525,C,5.427260122463419,0.0
Senior,0,27.0,0,0,10.5,S,2.3513752571634776,0.0
Senior,1,29.881137667304014,0,0,15.5,Q,2.740840023925201,1.0
Senior,1,33.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,0,6.0,0,1,33.0,S,3.4965075614664802,0.0
Senior,1,17.0,1,0,7.0542,S,1.9536231841196134,1.0
Senior,1,34.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,50.0,0,0,13.0,S,2.5649493574615367,1.0
junior,1,27.0,1,0,53.1,S,3.9721769282478934,1.0
Senior,1,20.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,0,30.0,3,0,21.0,S,3.044522437723423,1.0
Senior,0,29.881137667304014,0,0,7.7375,Q,2.0460786380107145,0.0
Senior,1,25.0,1,0,26.0,S,3.258096538021482,1.0
Senior,0,25.0,1,0,7.925,S,2.0700223197633445,0.0
junior,0,29.0,0,0,211.3375,S,5.353456381663085,0.0
Senior,1,11.0,0,0,18.7875,C,2.933191755079093,1.0
Senior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,1,23.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,23.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,28.5,0,0,16.1,S,2.7788192719904172,1.0
Senior,0,48.0,1,3,34.375,S,3.5373295559867355,1.0
junior,1,35.0,0,0,512.3292,C,6.238967387173662,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,29.881137667304014,0,0,30.0,S,3.4011973816621555,1.0
junior,1,36.0,1,0,78.85,S,4.367547313409047,1.0
junior,0,21.0,2,2,262.375,C,5.569774778140797,0.0
Senior,1,24.0,1,0,16.1,S,2.7788192719904172,1.0
Senior,1,31.0,0,0,7.925,S,2.0700223197633445,1.0
junior,1,70.0,1,1,71.0,S,4.2626798770413155,0.0
Senior,1,16.0,1,1,20.25,S,3.0081547935525483,1.0
Senior,0,30.0,0,0,13.0,S,2.5649493574615367,0.0
junior,1,19.0,1,0,53.1,S,3.9721769282478934,1.0
Senior,1,31.0,0,0,7.75,Q,2.0476928433652555,1.0
Senior,0,4.0,1,1,23.0,S,3.1354942159291497,0.0
Senior,1,6.0,0,1,12.475,S,2.5237266416375825,0.0
Senior,1,33.0,0,0,9.5,S,2.2512917986064953,1.0
Senior,1,23.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,48.0,1,2,65.0,S,4.174387269895637,1.0
Senior,1,0.67,1,1,14.5,S,2.6741486494265287,0.0
Senior,1,28.0,0,0,7.7958,S,2.0535851271346086,1.0
Senior,1,18.0,0,0,11.5,S,2.4423470353692043,1.0
Senior,1,34.0,0,0,8.05,S,2.0856720914304723,1.0
junior,0,33.0,0,0,86.5,S,4.460144413937834,0.0
Senior,1,29.881137667304014,0,0,14.5,S,2.6741486494265287,1.0
Senior,1,41.0,0,0,7.125,S,1.9636097261547143,1.0
Senior,1,20.0,0,0,7.2292,C,1.9781283799793465,1.0
junior,0,36.0,1,2,120.0,S,4.787491742782046,1.0
Senior,1,16.0,0,0,7.775,S,2.0509134580652977,1.0
junior,0,51.0,1,0,77.9583,S,4.356174068347218,1.0
junior,1,29.881137667304014,0,0,39.6,C,3.6788291182604347,0.0
Senior,0,30.5,0,0,7.75,Q,2.0476928433652555,0.0
Senior,1,29.881137667304014,1,0,24.15,Q,3.184284380098582,1.0
Senior,1,32.0,0,0,8.3625,S,2.1237574254543468,1.0
Senior,1,24.0,0,0,9.5,S,2.2512917986064953,1.0
Senior,1,48.0,0,0,7.8542,S,2.061048420562944,1.0
Senior,0,57.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,29.881137667304014,0,0,7.225,C,1.9775472339984959,1.0
Senior,0,54.0,1,3,23.0,S,3.1354942159291497,1.0
Senior,1,18.0,0,0,7.75,S,2.0476928433652555,1.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,0,5.0,0,0,12.475,S,2.5237266416375825,0.0
Senior,1,29.881137667304014,0,0,7.7375,Q,2.0460786380107145,1.0
junior,0,43.0,0,1,211.3375,S,5.353456381663085,1.0
Senior,0,13.0,0,0,7.2292,C,1.9781283799793465,0.0
junior,0,17.0,1,0,57.0,S,4.04305126783455,1.0
junior,1,29.0,0,0,30.0,S,3.4011973816621555,1.0
Senior,1,29.881137667304014,1,2,23.45,S,3.1548704948922883,1.0
Senior,1,25.0,0,0,7.05,S,1.9530276168241774,1.0
Senior,1,25.0,0,0,7.25,S,1.9810014688665833,1.0
Senior,0,18.0,0,0,7.4958,S,2.0143428636837015,0.0
Senior,1,8.0,4,1,29.125,Q,3.371596911885865,0.0
Senior,1,1.0,1,2,20.575,S,3.0240767465631335,0.0
junior,1,46.0,0,0,79.2,C,4.37197629882038,1.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,16.0,0,0,26.0,S,3.258096538021482,1.0
Senior,0,29.881137667304014,8,2,69.55,S,4.242045918369452,0.0
junior,1,29.881137667304014,0,0,30.6958,C,3.424125837416519,1.0
Senior,1,25.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,39.0,0,0,13.0,S,2.5649493574615367,1.0
junior,0,49.0,0,0,25.9292,S,3.255369746779992,0.0
Senior,0,31.0,0,0,8.6833,S,2.161401640752305,1.0
Senior,1,30.0,0,0,7.2292,C,1.9781283799793465,1.0
Senior,0,30.0,1,1,24.15,S,3.184284380098582,1.0
Senior,1,34.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,31.0,1,1,26.25,S,3.2676659890376327,1.0
junior,1,11.0,1,2,120.0,S,4.787491742782046,0.0
Senior,1,0.42,0,1,8.5167,C,2.1420289418682694,0.0
Senior,1,27.0,0,0,6.975,S,1.9423323277074294,1.0
Senior,1,31.0,0,0,7.775,S,2.0509134580652977,1.0
junior,1,39.0,0,0,0.0,S,-inf,1.0
Senior,0,18.0,0,0,7.775,S,2.0509134580652977,0.0
Senior,1,39.0,0,0,13.0,S,2.5649493574615367,1.0
junior,0,33.0,1,0,53.1,S,3.9721769282478934,1.0
Senior,1,26.0,0,0,7.8875,S,2.0652792278673315,1.0
Senior,1,39.0,0,0,24.15,S,3.184284380098582,1.0
Senior,1,35.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,0,6.0,4,2,31.275,S,3.442819056352975,0.0
Senior,1,30.5,0,0,8.05,S,2.0856720914304723,1.0
junior,1,29.881137667304014,0,0,0.0,S,-inf,1.0
Senior,0,23.0,0,0,7.925,S,2.0700223197633445,0.0
Senior,1,31.0,1,1,37.0042,C,3.6110314197155664,1.0
Senior,1,43.0,0,0,6.45,S,1.864080130807681,1.0
Senior,1,10.0,3,2,27.9,S,3.32862668882732,0.0
junior,0,52.0,1,1,93.5,S,4.537961436294641,1.0
Senior,1,27.0,0,0,8.6625,S,2.1590033645160216,1.0
junior,1,38.0,0,0,0.0,S,-inf,0.0
Senior,0,27.0,0,1,12.475,S,2.5237266416375825,1.0
Senior,1,2.0,4,1,39.6875,S,3.6810362766529106,0.0
Senior,1,29.881137667304014,0,0,6.95,Q,1.9387416595767009,1.0
Senior,1,29.881137667304014,0,0,56.4958,S,4.034166299106131,1.0
Senior,1,1.0,0,2,37.0042,C,3.6110314197155664,0.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
junior,0,62.0,0,0,80.0,S,4.382026634673881,1.0
Senior,0,15.0,1,0,14.4542,C,2.6709850297651974,1.0
Senior,1,0.83,1,1,18.75,S,2.9311937524164198,0.0
Senior,1,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,23.0,0,0,7.8542,S,2.061048420562944,1.0
Senior,1,18.0,0,0,8.3,S,2.1162555148025524,1.0
junior,0,39.0,1,1,83.1583,C,4.4207460202604185,0.0
Senior,1,21.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,32.0,0,0,56.4958,S,4.034166299106131,1.0
junior,1,29.881137667304014,0,0,29.7,C,3.391147045808654,1.0
Senior,1,20.0,0,0,7.925,S,2.0700223197633445,1.0
Senior,1,16.0,0,0,10.5,S,2.3513752571634776,1.0
junior,0,30.0,0,0,31.0,C,3.4339872044851463,0.0
Senior,1,34.5,0,0,6.4375,C,1.8621402659898545,1.0
Senior,1,17.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,1,42.0,0,0,7.55,S,2.0215475632609334,1.0
Senior,1,29.881137667304014,8,2,69.55,S,4.242045918369452,1.0
Senior,1,35.0,0,0,7.8958,C,2.0663309725297405,1.0
Senior,1,28.0,0,1,33.0,S,3.4965075614664802,0.0
junior,0,29.881137667304014,1,0,89.1042,C,4.489806471412939,1.0
Senior,1,4.0,4,2,31.275,S,3.442819056352975,0.0
Senior,1,74.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,0,9.0,1,1,15.2458,C,2.7243040552851014,0.0
junior,0,16.0,0,1,39.4,S,3.673765816303888,0.0
Senior,0,44.0,1,0,26.0,S,3.258096538021482,1.0
Senior,0,18.0,0,1,9.35,S,2.2353763433005955,1.0
junior,0,45.0,1,1,164.8667,S,5.1051372686027685,1.0
junior,1,51.0,0,0,26.55,S,3.279029747687948,1.0
Senior,0,24.0,0,3,19.2583,C,2.957942136638392,1.0
Senior,1,29.881137667304014,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,41.0,2,0,14.1083,S,2.6467632766784814,1.0
Senior,1,21.0,1,0,11.5,S,2.4423470353692043,1.0
junior,0,48.0,0,0,25.9292,S,3.255369746779992,1.0
Senior,0,29.881137667304014,8,2,69.55,S,4.242045918369452,0.0
Senior,1,24.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,42.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,27.0,1,0,13.8583,C,2.6288843311163475,0.0
junior,1,31.0,0,0,50.4958,S,3.921890164505806,1.0
Senior,1,29.881137667304014,0,0,9.5,S,2.2512917986064953,1.0
Senior,1,4.0,1,1,11.1333,S,2.409940617298087,0.0
Senior,1,26.0,0,0,7.8958,S,2.0663309725297405,1.0
junior,0,47.0,1,1,52.5542,S,3.961845018011234,1.0
junior,1,33.0,0,0,5.0,S,1.6094379124341003,1.0
Senior,1,47.0,0,0,9.0,S,2.1972245773362196,1.0
Senior,0,28.0,1,0,24.0,C,3.1780538303479458,1.0
Senior,0,15.0,0,0,7.225,C,1.9775472339984959,0.0
Senior,1,20.0,0,0,9.8458,S,2.287044968312313,1.0
Senior,1,19.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
junior,0,56.0,0,1,83.1583,C,4.4207460202604185,1.0
Senior,0,25.0,0,1,26.0,S,3.258096538021482,1.0
Senior,1,33.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,22.0,0,0,10.5167,S,2.352964469886197,0.0
Senior,1,28.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,25.0,0,0,7.05,S,1.9530276168241774,1.0
Senior,0,39.0,0,5,29.125,Q,3.371596911885865,1.0
Senior,1,27.0,0,0,13.0,S,2.5649493574615367,0.0
junior,0,19.0,0,0,30.0,S,3.4011973816621555,0.0
Senior,0,29.881137667304014,1,2,23.45,S,3.1548704948922883,0.0
junior,1,26.0,0,0,30.0,C,3.4011973816621555,1.0
Senior,1,32.0,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,34.5,0,0,7.8292,Q,2.0578603336462318,1.0
Senior,0,47.0,1,0,7.0,S,1.9459101490553132,1.0
Senior,1,62.0,0,0,9.6875,Q,2.270836394679465,1.0
Senior,1,27.0,0,0,8.6625,S,2.1590033645160216,1.0
Senior,0,22.0,1,1,12.2875,S,2.5085824854732848,1.0
Senior,1,14.0,0,0,9.225,S,2.221917189926591,1.0
Senior,0,30.0,0,0,7.6292,Q,2.0319829905201345,0.0
Senior,1,26.0,1,1,29.0,S,3.367295829986474,1.0
Senior,0,18.0,0,0,7.2292,C,1.9781283799793465,1.0
Senior,1,21.0,2,0,24.15,S,3.184284380098582,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
junior,1,46.0,0,0,26.0,S,3.258096538021482,1.0
junior,0,23.0,1,0,82.2667,S,4.409966408549427,1.0
Senior,1,63.0,1,0,26.0,S,3.258096538021482,1.0
junior,0,47.0,1,0,61.175,S,4.113738609328736,1.0
Senior,0,24.0,1,0,27.7208,C,3.32218303393412,1.0
Senior,1,35.0,0,0,12.35,Q,2.513656063073986,1.0
Senior,1,21.0,0,0,7.225,C,1.9775472339984959,1.0
Senior,0,27.0,1,0,7.925,S,2.0700223197633445,0.0
Senior,0,45.0,0,0,7.225,C,1.9775472339984959,1.0
junior,1,55.0,1,0,59.4,C,4.084294226368599,1.0
Senior,1,9.0,0,1,3.1708,S,1.1539839219808636,0.0
junior,0,29.881137667304014,0,0,31.6833,S,3.4557897281879213,1.0
junior,1,21.0,0,1,61.3792,C,4.117071015545232,1.0
junior,0,48.0,1,3,262.375,C,5.569774778140797,1.0
Senior,1,50.0,1,0,14.5,S,2.6741486494265287,1.0
junior,0,22.0,0,1,61.9792,C,4.126798844886821,0.0
Senior,1,22.5,0,0,7.225,C,1.9775472339984959,1.0
junior,1,41.0,0,0,30.5,S,3.417726683613366,1.0
Senior,1,29.881137667304014,2,0,21.6792,C,3.0763532755216065,1.0
Senior,1,50.0,1,0,26.0,S,3.258096538021482,1.0
Senior,1,24.0,2,0,31.5,S,3.449987545831587,1.0
Senior,0,33.0,1,2,20.575,S,3.0240767465631335,1.0
Senior,0,29.881137667304014,1,2,23.45,S,3.1548704948922883,1.0
junior,1,30.0,1,0,57.75,C,4.056123349401903,1.0
Senior,1,18.5,0,0,7.2292,C,1.9781283799793465,1.0
Senior,0,29.881137667304014,0,0,8.05,S,2.0856720914304723,0.0
Senior,0,21.0,0,0,8.6625,S,2.1590033645160216,0.0
Senior,1,25.0,0,0,9.5,S,2.2512917986064953,1.0
Senior,1,29.881137667304014,0,0,56.4958,S,4.034166299106131,1.0
Senior,1,39.0,0,1,13.4167,C,2.5965001996654262,1.0
junior,1,29.881137667304014,0,0,26.55,S,3.279029747687948,1.0
Senior,1,41.0,0,0,7.85,S,2.060513531794317,1.0
Senior,0,30.0,0,0,13.0,S,2.5649493574615367,1.0
junior,0,45.0,1,0,52.5542,S,3.961845018011234,1.0
Senior,1,25.0,0,0,7.925,S,2.0700223197633445,1.0
junior,1,45.0,0,0,29.7,C,3.391147045808654,1.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
junior,0,60.0,0,0,76.2917,C,4.334564151246186,1.0
Senior,0,36.0,0,2,15.9,S,2.766319109226186,1.0
junior,1,24.0,1,0,60.0,S,4.0943445622221,1.0
Senior,1,27.0,0,0,15.0333,C,2.7102677405431645,1.0
Senior,0,20.0,2,1,23.0,S,3.1354942159291497,0.0
junior,0,28.0,3,2,263.0,S,5.572154032177765,0.0
Senior,1,29.881137667304014,0,0,15.5792,C,2.745936691242355,1.0
Senior,1,10.0,4,1,29.125,Q,3.371596911885865,0.0
Senior,1,35.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,25.0,0,0,7.65,S,2.0347056478384444,1.0
Senior,1,29.881137667304014,1,0,16.1,S,2.7788192719904172,1.0
junior,0,36.0,0,0,262.375,C,5.569774778140797,0.0
Senior,1,17.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,32.0,0,0,13.5,S,2.6026896854443837,1.0
Senior,1,18.0,0,0,7.75,S,2.0476928433652555,1.0
Senior,0,22.0,0,0,7.725,Q,2.044461822783809,0.0
junior,1,13.0,2,2,262.375,C,5.569774778140797,0.0
Senior,0,29.881137667304014,0,0,21.0,S,3.044522437723423,1.0
Senior,0,18.0,0,0,7.8792,Q,2.0642263758733557,0.0
junior,1,47.0,0,0,42.4,S,3.7471483622379123,1.0
junior,1,31.0,0,0,28.5375,C,3.351219011855914,1.0
junior,0,60.0,1,4,263.0,S,5.572154032177765,1.0
Senior,0,24.0,0,0,7.75,Q,2.0476928433652555,0.0
Senior,1,21.0,0,0,7.8958,S,2.0663309725297405,1.0
Senior,0,29.0,0,0,7.925,S,2.0700223197633445,0.0
junior,1,28.5,0,0,27.7208,C,3.32218303393412,1.0
junior,0,35.0,0,0,211.5,C,5.354224998486333,0.0
junior,1,32.5,0,0,211.5,C,5.354224998486333,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
junior,0,55.0,2,0,25.7,S,3.246490991901174,1.0
Senior,1,30.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,0,24.0,0,0,7.75,Q,2.0476928433652555,0.0
Senior,1,6.0,1,1,15.2458,C,2.7243040552851014,0.0
junior,1,67.0,1,0,221.7792,S,5.401682292340279,1.0
junior,1,49.0,0,0,26.0,S,3.258096538021482,1.0
Senior,1,29.881137667304014,0,0,7.8958,S,2.0663309725297405,1.0
Senior,1,29.881137667304014,0,0,10.7083,Q,2.371019141701962,1.0
Senior,1,29.881137667304014,1,0,14.4542,C,2.6709850297651974,1.0
Senior,0,27.0,0,0,7.8792,Q,2.0642263758733557,0.0
Senior,0,18.0,0,0,8.05,S,2.0856720914304723,0.0
Senior,0,29.881137667304014,0,0,7.75,Q,2.0476928433652555,0.0
Senior,1,2.0,1,1,23.0,S,3.1354942159291497,0.0
Senior,0,22.0,1,0,13.9,S,2.631888840136646,1.0
